line,station,lat,lng
JR中央本線,山梨市,35.6849321,138.6834355
JR中央本線,春日居町,35.6738052,138.6592611
JR中央本線,石和温泉,35.6576641,138.6352719
JR中央本線,酒折,35.6594887,138.5991941
JR中央本線,甲府,35.666674,138.5687848
JR中央本線,竜王,35.6687593,138.5197473
JR中央本線,塩崎,35.6877985,138.4877787
JR中央本線,韮崎,35.7103837,138.4509603
JR中央本線,新府,35.7371986,138.433367
JR中央本線,穴山,35.7511399,138.4142931
JR中央本線,日野春,35.7900483,138.3947115
JR中央本線,長坂,35.8273971,138.3669062
JR中央本線,小淵沢,35.8636976,138.3161057
JR中央本線,信濃境,35.8849269,138.2754132
JR中央本線,富士見,35.9122284,138.2378598
JR中央本線,すずらんの里,35.9305312,138.2117225
JR中央本線,青柳,35.9428072,138.1974177
JR中央本線,茅野,35.9948,138.152503
JR中央本線,上諏訪,36.0467933,138.1162817
JR中央本線,下諏訪,36.071984,138.0850612
JR中央本線,岡谷,36.0567409,138.0446108
JR中央本線,みどり湖,36.0942844,137.9818749
JR中央本線,塩尻,36.1143325,137.9478588
JR中央線,東京,35.68123620000001,139.7671248
JR中央線,神田,35.6918216,139.7709318
JR中央線,御茶ノ水,35.6997175,139.7644404
JR中央線,四ツ谷,35.6861525,139.7302183
JR中央線,新宿,35.6896067,139.7005713
JR中央線,中野,35.7054067,139.6658254
JR中央線,高円寺,35.7053457,139.6499291
JR中央線,阿佐ケ谷,35.7049247,139.6361231
JR中央線,荻窪,35.7045751,139.6200629
JR中央線,西荻窪,35.7036961,139.600182
JR中央線,吉祥寺,35.7031485,139.5798087
JR中央線,三鷹,35.7027156,139.5610291
JR中央線,武蔵境,35.7021388,139.5436578
JR中央線,東小金井,35.7015507,139.5239042
JR中央線,武蔵小金井,35.7011232,139.506912
JR中央線,国分寺,35.7002201,139.4802697
JR中央線,西国分寺,35.6998082,139.4657772
JR中央線,国立,35.69917300000001,139.446376
JR中央線,立川,35.6979144,139.4137408
JR中央線,日野,35.6793641,139.3940577
JR中央線,豊田,35.6595199,139.3815002
JR中央線,八王子,35.6556157,139.3388529
JR中央線,西八王子,35.6565083,139.3124204
JR中央線,高尾,35.64222609999999,139.2818312
JR久留里線,木更津,35.3815785,139.926229
JR久留里線,祇園,33.5940958,130.4145184
JR久留里線,上総清川,35.3909554,139.9655329
JR久留里線,東清川,35.39002809999999,139.9858005
JR久留里線,横田,35.3861959,140.0201175
JR久留里線,東横田,35.3862769,140.0364353
JR久留里線,馬来田,35.3667824,140.0585317
JR久留里線,下郡,35.3552795,140.0554536
JR久留里線,小櫃,35.3280923,140.0598387
JR久留里線,俵田,35.31454000000001,140.0613769
JR久留里線,久留里,35.29586949999999,140.0757362
JR久留里線,平山,35.2742929,140.0645627
JR久留里線,上総松丘,35.2577822,140.0640014
JR久留里線,上総亀山,34.855829,136.4515719
JR五日市線,拝島,35.72113,139.3436514
JR五日市線,熊川,35.7284086,139.3354048
JR五日市線,東秋留,35.7259108,139.3108079
JR五日市線,秋川,35.728084,139.2866522
JR五日市線,武蔵引田,35.72986119999999,139.2702242
JR五日市線,武蔵増戸,35.7309423,139.2563073
JR五日市線,武蔵五日市,35.732303,139.228337
JR京浜東北線,大宮,35.9064485,139.6238548
JR京浜東北線,さいたま新都心,35.893795,139.633741
JR京浜東北線,与野,35.8843917,139.6390764
JR京浜東北線,北浦和,35.872187,139.645713
JR京浜東北線,浦和,35.8587283,139.6573784
JR京浜東北線,南浦和,35.8473849,139.6695734
JR京浜東北線,蕨,35.8280777,139.6903234
JR京浜東北線,西川口,35.8155374,139.7043642
JR京浜東北線,川口,35.8018754,139.7177024
JR京浜東北線,赤羽,35.7776951,139.7205691
JR京浜東北線,東十条,35.763949,139.7268722
JR京浜東北線,王子,35.7529945,139.7378714
JR京浜東北線,上中里,35.7465785,139.7469573
JR京浜東北線,田端,35.7381581,139.7608154
JR京浜東北線,西日暮里,35.7324125,139.7677967
JR京浜東北線,日暮里,35.7281578,139.7706414
JR京浜東北線,鶯谷,35.7214573,139.7780133
JR京浜東北線,上野,35.7141672,139.7774091
JR京浜東北線,御徒町,35.7075185,139.7748564
JR京浜東北線,秋葉原,35.698383,139.7730717
JR京浜東北線,神田,35.6918216,139.7709318
JR京浜東北線,東京,35.68123620000001,139.7671248
JR京浜東北線,有楽町,35.6750133,139.7630204
JR京浜東北線,新橋,35.666379,139.7583398
JR京浜東北線,浜松町,35.6553809,139.7571289
JR京浜東北線,田町,35.6457361,139.7475624
JR京浜東北線,高輪ゲートウェイ,35.6355207,139.7406809
JR京浜東北線,品川,35.6284713,139.7387597
JR京浜東北線,大井町,35.6076153,139.7346592
JR京浜東北線,大森,35.5884467,139.7278683
JR京浜東北線,蒲田,35.5624794,139.7160731
JR京浜東北線,川崎,35.5313654,139.696889
JR京浜東北線,鶴見,35.5080356,139.6762625
JR京浜東北線,新子安,35.4870546,139.6548105
JR京浜東北線,東神奈川,35.4779292,139.6333614
JR京浜東北線,横浜,35.46598110000001,139.622062
JR京浜東北線,桜木町,35.4509136,139.6310595
JR京浜東北線,関内,35.4439663,139.6354978
JR京浜東北線,石川町,35.4387746,139.6430494
JR京浜東北線,山手,35.42686,139.6463741
JR京浜東北線,根岸,35.415819,139.6350457
JR京浜東北線,磯子,35.3998639,139.6179011
JR京浜東北線,新杉田,35.3867269,139.619549
JR京浜東北線,洋光台,35.378769,139.597042
JR京浜東北線,港南台,35.37513,139.576405
JR京浜東北線,本郷台,35.3674373,139.5502526
JR京浜東北線,大船,35.3540475,139.5312989
JR京葉線,東京,35.68123620000001,139.7671248
JR京葉線,八丁堀,35.6746248,139.7768846
JR京葉線,越中島,35.6679621,139.7926487
JR京葉線,潮見,35.6587316,139.8174046
JR京葉線,新木場,35.6459065,139.8267917
JR京葉線,葛西臨海公園,35.6444342,139.8615775
JR京葉線,舞浜,35.6361543,139.8838749
JR京葉線,新浦安,35.6495086,139.9125145
JR京葉線,市川塩浜,35.6665779,139.9235242
JR京葉線,二俣新町,35.6913568,139.959505
JR京葉線,南船橋,35.6819092,139.9955789
JR京葉線,新習志野,35.667386,140.012968
JR京葉線,幕張豊砂（2023年3月18日開業）,35.6580566,140.0270059
JR京葉線,海浜幕張,35.6484764,140.0419868
JR京葉線,検見川浜,35.637204,140.0592067
JR京葉線,稲毛海岸,35.629503,140.073825
JR京葉線,千葉みなと,35.606701,140.102768
JR京葉線,蘇我,35.5814199,140.1311605
JR信越本線（群馬県）,高崎,36.3228267,139.0126623
JR信越本線（群馬県）,北高崎,36.3384778,139.0024712
JR信越本線（群馬県）,群馬八幡,36.3378688,138.9574643
JR信越本線（群馬県）,安中,36.3317906,138.9136112
JR信越本線（群馬県）,磯部,36.2985126,138.8494417
JR信越本線（群馬県）,松井田,36.3095938,138.7974474
JR信越本線（群馬県）,西松井田,36.3095938,138.7974474
JR信越本線（群馬県）,横川,36.3363317,138.737046
JR八高線,八王子,35.6556157,139.3388529
JR八高線,北八王子,35.6693584,139.3633717
JR八高線,小宮,35.685518,139.3688694
JR八高線,拝島,35.72113,139.3436514
JR八高線,東福生,35.7459195,139.3359822
JR八高線,箱根ケ崎,35.771662,139.346742
JR八高線,金子,35.810796,139.328604
JR八高線,東飯能,35.853014,139.32613
JR八高線,高麗川,35.8962482,139.3379637
JR八高線,毛呂,35.9407256,139.3093221
JR八高線,越生,35.9621646,139.2993754
JR八高線,明覚,36.0033412,139.2888535
JR八高線,小川町,36.0584173,139.2613431
JR八高線,竹沢,36.075486,139.2299346
JR八高線,折原,36.0962049,139.1952423
JR八高線,寄居,36.1178872,139.1945371
JR八高線,用土,36.1534903,139.2009318
JR八高線,松久,36.1729598,139.1821264
JR八高線,児玉,36.1925208,139.1359073
JR八高線,丹荘,36.2167652,139.1023958
JR八高線,群馬藤岡,36.2501593,139.0833239
JR八高線,北藤岡,36.2826529,139.0804668
JR八高線,倉賀野,36.3002847,139.0491638
JR八高線,高崎,36.3228267,139.0126623
JR内房線,千葉,35.6129259,140.1134781
JR内房線,本千葉,35.6018503,140.1207196
JR内房線,蘇我,35.5814199,140.1311605
JR内房線,浜野,35.5520062,140.1320503
JR内房線,八幡宿,35.5363502,140.1200926
JR内房線,五井,35.5133059,140.0896418
JR内房線,姉ケ崎,35.4785957,140.042129
JR内房線,長浦,35.4504102,139.9954503
JR内房線,袖ケ浦,35.4321885,139.9578287
JR内房線,巌根,35.414552,139.933679
JR内房線,木更津,35.3815785,139.926229
JR内房線,君津,35.3336671,139.8950422
JR内房線,青堀,35.3305311,139.8589388
JR内房線,大貫,35.2917576,139.8556351
JR内房線,佐貫町,35.2606378,139.8760935
JR内房線,上総湊,35.2222772,139.8712827
JR内房線,竹岡,35.1975452,139.8300299
JR内房線,浜金谷,35.1681316,139.8222539
JR内房線,保田,35.1410571,139.8383573
JR内房線,安房勝山,35.1140268,139.833394
JR内房線,岩井,35.0932796,139.8498934
JR内房線,富浦,35.0460623,139.837813
JR内房線,那古船形,35.02900899999999,139.8513958
JR内房線,館山,34.9959574,139.8618962
JR内房線,九重,34.997678,139.9111008
JR内房線,千倉,34.9767087,139.9547124
JR内房線,千歳,34.9912662,139.9661377
JR内房線,南三原,35.0211799,139.9790243
JR内房線,和田浦,35.0416787,140.0197423
JR内房線,江見,35.0625108,140.0611269
JR内房線,太海,35.0814819,140.096151
JR内房線,安房鴨川,35.1075625,140.1035382
JR南武線,立川,35.6979144,139.4137408
JR南武線,西国立,35.693459,139.4242584
JR南武線,矢川,35.685063,139.431572
JR南武線,谷保,35.68137,139.446738
JR南武線,西府,35.6709726,139.4573727
JR南武線,分倍河原,35.6685677,139.46874
JR南武線,府中本町,35.6662815,139.4770873
JR南武線,南多摩,35.6492761,139.4899059
JR南武線,稲城長沼,35.644292,139.502568
JR南武線,矢野口,35.6417094,139.5204551
JR南武線,稲田堤,35.6334204,139.5356629
JR南武線,中野島,35.6301215,139.5500898
JR南武線,登戸,35.6207662,139.5700976
JR南武線,宿河原,35.6153801,139.5797295
JR南武線,久地,35.6106071,139.5925028
JR南武線,津田山,35.6036047,139.6007276
JR南武線,武蔵溝ノ口,35.5993971,139.6105195
JR南武線,武蔵新城,35.58718,139.6298424
JR南武線,武蔵中原,35.5807143,139.642107
JR南武線,武蔵小杉,35.5766335,139.659466
JR南武線,向河原,35.5721934,139.6672787
JR南武線,平間,35.5605559,139.6710844
JR南武線,鹿島田,35.5512456,139.6751584
JR南武線,矢向,35.5389245,139.6804314
JR南武線,尻手,35.5311934,139.6844966
JR南武線,川崎,35.5313654,139.696889
JR埼京線,川越,35.9071163,139.4824443
JR埼京線,南古谷,35.90318,139.519139
JR埼京線,指扇,35.91693,139.56494
JR埼京線,日進,35.1184274,137.0487428
JR埼京線,大宮,35.9064485,139.6238548
JR埼京線,北与野,35.8907795,139.6286808
JR埼京線,与野本町,35.88088,139.62602
JR埼京線,南与野,35.8674942,139.6311953
JR埼京線,中浦和,35.8538,139.637353
JR埼京線,武蔵浦和,35.84595729999999,139.6476293
JR埼京線,北戸田,35.827581,139.660269
JR埼京線,戸田,35.8176661,139.6696195
JR埼京線,戸田公園,35.8080807,139.6780402
JR埼京線,浮間舟渡,35.7912024,139.6914026
JR埼京線,北赤羽,35.7866831,139.706194
JR埼京線,赤羽,35.7776951,139.7205691
JR埼京線,十条,35.760257,139.7222387
JR埼京線,板橋,35.7454959,139.7197748
JR埼京線,池袋,35.7295028,139.7109001
JR埼京線,新宿,35.6896067,139.7005713
JR埼京線,渋谷,35.6580339,139.7016358
JR埼京線,恵比寿,35.6467145,139.7100818
JR埼京線,大崎,35.6198513,139.7281892
JR埼京線,西大井,35.60179189999999,139.7218021
JR埼京線,武蔵小杉,35.5766335,139.659466
JR埼京線,羽沢横浜国大,35.48117,139.5860839
JR外房線,千葉,35.6129259,140.1134781
JR外房線,本千葉,35.6018503,140.1207196
JR外房線,蘇我,35.5814199,140.1311605
JR外房線,鎌取,35.5626526,140.1787359
JR外房線,誉田,35.54700589999999,140.2138166
JR外房線,土気,35.530742,140.269841
JR外房線,大網,35.522522,140.311032
JR外房線,永田,35.5026351,140.3110883
JR外房線,本納,35.482054,140.307534
JR外房線,新茂原,35.4494741,140.2996748
JR外房線,茂原,35.4268738,140.3040484
JR外房線,八積,35.4040082,140.3453672
JR外房線,上総一ノ宮,35.3736839,140.3650207
JR外房線,東浪見,35.34714170000001,140.376705
JR外房線,太東,35.3201019,140.3812565
JR外房線,長者町,35.2962435,140.3849794
JR外房線,三門,35.2823784,140.3915894
JR外房線,大原,35.2508913,140.3908475
JR外房線,浪花,35.2228904,140.3792606
JR外房線,御宿,35.18756,140.351431
JR外房線,勝浦,35.152563,140.311936
JR外房線,鵜原,35.1411746,140.2789111
JR外房線,上総興津,35.1372305,140.2509416
JR外房線,行川アイランド,35.1182313,140.225972
JR外房線,安房小湊,35.128618,140.1897802
JR外房線,安房天津,35.12575630000001,140.1546999
JR外房線,安房鴨川,35.1075625,140.1035382
JR宇都宮線,黒磯,36.9699004,140.0594458
JR宇都宮線,那須塩原,36.931771,140.021192
JR宇都宮線,西那須野,36.8843805,139.9867256
JR宇都宮線,野崎,36.84375720000001,139.9577286
JR宇都宮線,矢板,36.8066165,139.9329549
JR宇都宮線,片岡,36.7545395,139.9455672
JR宇都宮線,蒲須坂,36.7207656,139.9504293
JR宇都宮線,氏家,36.6816315,139.9620967
JR宇都宮線,宝積寺,36.6314759,139.9794978
JR宇都宮線,岡本,34.7291136,135.2759736
JR宇都宮線,宇都宮,36.5590234,139.8984511
JR宇都宮線,雀宮,36.493823,139.8769105
JR宇都宮線,石橋,36.4363234,139.8666152
JR宇都宮線,自治医大,36.3954111,139.8547291
JR宇都宮線,小金井,36.3743489,139.8420524
JR宇都宮線,小山,36.3131205,139.8063241
JR宇都宮線,間々田,36.2577575,139.7612428
JR宇都宮線,野木,36.2299543,139.7347184
JR宇都宮線,古河,36.194597,139.709555
JR宇都宮線,栗橋,36.1367718,139.6942492
JR宇都宮線,東鷲宮,36.0894695,139.6791581
JR宇都宮線,久喜,36.0659584,139.6776327
JR宇都宮線,新白岡,36.0387413,139.6721114
JR宇都宮線,白岡,36.017588,139.667094
JR宇都宮線,蓮田,35.981286,139.653069
JR宇都宮線,東大宮,35.9487549,139.6402863
JR宇都宮線,土呂,35.9318741,139.6321561
JR宇都宮線,大宮,35.9064485,139.6238548
JR宇都宮線,さいたま新都心,35.893795,139.633741
JR宇都宮線,浦和,35.8587283,139.6573784
JR宇都宮線,赤羽,35.7776951,139.7205691
JR宇都宮線,尾久,35.746768,139.7546
JR宇都宮線,上野,35.7141672,139.7774091
JR山手線,大崎,35.6198513,139.7281892
JR山手線,五反田,35.6261591,139.7236022
JR山手線,目黒,35.63391319999999,139.7155561
JR山手線,恵比寿,35.6467145,139.7100818
JR山手線,渋谷,35.6580339,139.7016358
JR山手線,原宿,35.6700901,139.7024662
JR山手線,代々木,35.683033,139.7020555
JR山手線,新宿,35.6896067,139.7005713
JR山手線,新大久保,35.7012459,139.7002258
JR山手線,高田馬場,35.7125654,139.7038615
JR山手線,目白,35.7212199,139.7066115
JR山手線,池袋,35.7295028,139.7109001
JR山手線,大塚,35.7317124,139.7285029
JR山手線,巣鴨,35.7334192,139.7392848
JR山手線,駒込,35.7365665,139.7470098
JR山手線,田端,35.7381581,139.7608154
JR山手線,西日暮里,35.7324125,139.7677967
JR山手線,日暮里,35.7281578,139.7706414
JR山手線,鶯谷,35.7214573,139.7780133
JR山手線,上野,35.7141672,139.7774091
JR山手線,御徒町,35.7075185,139.7748564
JR山手線,秋葉原,35.698383,139.7730717
JR山手線,神田,35.6918216,139.7709318
JR山手線,東京,35.68123620000001,139.7671248
JR山手線,有楽町,35.6750133,139.7630204
JR山手線,新橋,35.666379,139.7583398
JR山手線,浜松町,35.6553809,139.7571289
JR山手線,田町,35.6457361,139.7475624
JR山手線,高輪ゲートウェイ,35.6355207,139.7406809
JR山手線,品川,35.6284713,139.7387597
JR川越線,大宮,35.9064485,139.6238548
JR川越線,日進,35.1184274,137.0487428
JR川越線,西大宮,35.9223389,139.5798987
JR川越線,指扇,35.91693,139.56494
JR川越線,南古谷,35.90318,139.519139
JR川越線,川越,35.9071163,139.4824443
JR川越線,西川越,35.9190654,139.4599213
JR川越線,的場,35.917645,139.4360663
JR川越線,笠幡,35.9075733,139.4064771
JR川越線,武蔵高萩,35.9016761,139.3710962
JR川越線,高麗川,35.8962482,139.3379637
JR常磐線,仙台,38.2601316,140.8824375
JR常磐線,長町,38.2268376,140.8855833
JR常磐線,太子堂,38.2182318,140.8834208
JR常磐線,南仙台,38.19734529999999,140.8835884
JR常磐線,名取,38.1731665,140.882873
JR常磐線,館腰,38.1431015,140.8801468
JR常磐線,岩沼,38.1119075,140.8641585
JR常磐線,逢隈,38.067236,140.8547825
JR常磐線,亘理,38.0398906,140.8612644
JR常磐線,浜吉田,38.0022569,140.8900692
JR常磐線,山下,35.6539428,139.6465895
JR常磐線,坂元,37.9243307,140.9009363
JR常磐線,新地,37.879427,140.9254572
JR常磐線,駒ケ嶺,37.8422485,140.9251292
JR常磐線,相馬,37.7970426,140.9190868
JR常磐線,日立木,37.75611980000001,140.9347157
JR常磐線,鹿島,37.7028769,140.9700484
JR常磐線,原ノ町,37.638134,140.970968
JR常磐線,磐城太田,37.6051665,140.9914955
JR常磐線,小高,37.562727,140.9961915
JR常磐線,桃内,37.5284806,140.9841663
JR常磐線,浪江,37.4923182,140.9895564
JR常磐線,双葉,37.4540453,141.0058345
JR常磐線,大野,37.4093275,140.9841995
JR常磐線,夜ノ森,37.3659741,140.992407
JR常磐線,富岡,37.3352399,141.0223364
JR常磐線,竜田,37.282648,141.0028425
JR常磐線,木戸,37.258012,141.0024826
JR常磐線,Jヴィレッジ,37.24318410000001,141.0077493
JR常磐線,広野,37.2116282,140.9986516
JR常磐線,末続,37.1723271,140.9955426
JR常磐線,久ノ浜,37.1425805,140.9956828
JR常磐線,四ツ倉,37.1023624,140.9807414
JR常磐線,草野,37.0738924,140.9472177
JR常磐線,いわき,37.058174,140.8920926
JR常磐線,内郷,37.0359774,140.8548939
JR常磐線,湯本,37.0069806,140.8497845
JR常磐線,泉,36.9555017,140.8541501
JR常磐線,植田,36.9204611,140.7964596
JR常磐線,勿来,36.883354,140.7871564
JR常磐線,大津港,36.8467745,140.7780755
JR常磐線,磯原,36.7905022,140.746164
JR常磐線,南中郷,36.7528116,140.7289449
JR常磐線,高萩,36.7144822,140.7170031
JR常磐線,十王,36.6713751,140.6859798
JR常磐線,小木津,36.6366565,140.6752323
JR常磐線,日立,36.590439,140.661847
JR常磐線,常陸多賀,36.5520816,140.632684
JR常磐線,大甕,36.5128356,140.6194923
JR常磐線,東海,36.4654424,140.5659002
JR常磐線,佐和,36.4296464,140.5400125
JR常磐線,勝田,36.3944787,140.5242313
JR常磐線,水戸,36.3707551,140.476308
JR常磐線,偕楽園,36.3731868,140.4563477
JR常磐線,赤塚,36.3819102,140.4151928
JR常磐線,内原,36.3705866,140.3533065
JR常磐線,友部,36.3504842,140.3060536
JR常磐線,岩間,36.2954645,140.2765219
JR常磐線,羽鳥,36.247523,140.2867541
JR常磐線,石岡,36.1909503,140.2802496
JR常磐線,高浜,0.0,0.0
JR常磐線,神立,36.1204786,140.2485896
JR常磐線,土浦,36.078484,140.206212
JR常磐線,荒川沖,36.0312941,140.1666344
JR常磐線,ひたち野うしく,36.007352,140.158247
JR常磐線,牛久,35.9756237,140.1410386
JR常磐線,佐貫,35.9300659,140.1382285
JR常磐線,藤代,35.9205553,140.1181431
JR常磐線,取手,35.8956987,140.0628753
JR常磐線,天王台,35.8725378,140.0409088
JR常磐線,我孫子,35.8727034,140.0107941
JR常磐線,柏,35.8621498,139.9709172
JR常磐線,松戸,35.7843004,139.9006607
JR常磐線,北千住,35.7496762,139.8053433
JR常磐線,南千住,35.7331617,139.7989223
JR常磐線,三河島,35.7331755,139.7784846
JR常磐線,日暮里,35.7281578,139.7706414
JR常磐線,上野,35.7141672,139.7774091
JR常磐線各駅停車,綾瀬,35.762315,139.824924
JR常磐線各駅停車,亀有,35.7665375,139.8475334
JR常磐線各駅停車,金町,35.769538,139.870476
JR常磐線各駅停車,松戸,35.7843004,139.9006607
JR常磐線各駅停車,北松戸,35.8005413,139.9117619
JR常磐線各駅停車,馬橋,35.81134000000001,139.917276
JR常磐線各駅停車,新松戸,35.8254725,139.920711
JR常磐線各駅停車,北小金,35.833227,139.930774
JR常磐線各駅停車,南柏,35.8446412,139.9541741
JR常磐線各駅停車,柏,35.8621498,139.9709172
JR常磐線各駅停車,北柏,35.8755954,139.9880873
JR常磐線各駅停車,我孫子,35.8727034,140.0107941
JR御殿場線,国府津,35.281353,139.21494
JR御殿場線,下曽我,35.3038915,139.1833416
JR御殿場線,上大井,35.3223391,139.1632941
JR御殿場線,相模金子,35.3338672,139.1504616
JR御殿場線,松田,35.346822,139.1375478
JR御殿場線,東山北,35.3572024,139.1081397
JR御殿場線,山北,35.3609955,139.0799411
JR御殿場線,谷峨,35.3655541,139.0385285
JR御殿場線,駿河小山,35.3587061,138.9988435
JR御殿場線,足柄,35.2721651,139.1545376
JR御殿場線,御殿場,35.3001232,138.9340564
JR御殿場線,南御殿場,35.2770906,138.9254826
JR御殿場線,富士岡,35.2561129,138.920259
JR御殿場線,岩波,35.2159078,138.9190635
JR御殿場線,裾野,35.1718434,138.9093246
JR御殿場線,長泉なめり,35.147573,138.899368
